	GFP1	GFP2	GFP3	GFP4	GFP5	GFP6	GFP7	GFP8	GFP9	GFP10	GFP11
DAZL	-0.242511436	-0.229089543	-0.212090106	-0.128433292	-0.159773596	-0.16048519	-0.204285319	-0.176660151	-0.219123989	-0.293087452	-0.265527115
DBC1	0.15736818	0.091554711	0.21167553	-0.107753711	0.034334944	0.076784593	0.137825542	0.04115524	0.038799943	-0.038905854	0.027183196
DBF4	0.300885156	0.614423921	0.600026031	0.473694252	0.610132456	0.401289125	0.323612943	0.361311143	0.399748427	0.348395413	0.53053232
DBF4B	-0.13813799	-0.093171532	-0.058432626	0.005484261	-0.050913782	-0.04416867	-0.033892052	-0.034437764	-0.041220725	-0.057198067	0.006180137
DBH	-0.233220052	-0.198159496	-0.22019973	-0.235946842	-0.191970614	-0.211320721	-0.178576837	-0.115094011	-0.22808449	-0.201612834	-0.207792929
DBI	1.518519279	1.631652829	1.503556666	1.245685899	1.4573615	1.457821189	1.534992148	1.543522113	1.550151934	1.341677617	1.439120959
DBN1	0.884632279	0.851282938	0.812056764	0.88003037	0.946435059	0.929229066	0.881997522	0.729011141	0.722946131	0.715417765	0.836230775
DBNDD1	0.097974069	0.143384488	0.111644455	0.145636502	0.122828877	0.077837885	0.112509733	0.157443009	0.14496228	0.142038402	0.103054387
DBP	0.060155226	0.020825103	-0.030873359	-0.020147534	-0.04010279	-0.100228144	-0.029088711	-0.030887398	-0.065609176	-0.086292037	-0.111027836
DBR1	0.105362787	-0.044536814	0.02887665	0.032169441	0.07152495	-0.006771774	0.099695655	0.061181016	0.132932967	0.043020955	0.081321598
DBT	0.103079351	0.131002028	0.082107534	0.071901216	0.051107689	0.117464719	0.111024647	0.031874559	0.107391811	0.071056056	0.082443545
DCAF10	0.403959336	0.461141401	0.455064095	0.362437215	0.496855125	0.26114482	0.371735833	0.371389214	0.405936748	0.380982786	0.477563984
DCAF11	0.14166546	0.14991734	0.100895744	0.12653257	0.162094783	0.126923749	0.139816792	0.099048754	0.085548713	0.104059976	0.110598622
DCAF15	0.132409186	0.156277379	0.18578841	0.179589759	0.238327269	0.174128279	0.157708384	0.059070779	0.078483303	0.096472201	0.17661342
DCAF16	0.155510115	0.035461162	0.028962213	0.076186485	0.109259233	0.055518123	0.024452154	0.082270541	0.048955253	0.104782468	0.189251274
DCAF17	-0.017364302	-0.054875005	-0.131131992	-0.154669091	-0.024591689	-0.004082854	-0.125125315	-0.099850468	-0.041357528	-0.067516107	0.052402306
DCAF6	0.821177157	0.817947099	0.816966861	0.725943355	0.792980831	0.626333854	0.735446395	0.88332928	0.770538151	0.692133963	0.938156102
DCAF7	0.279659566	0.314644802	0.215699641	0.262908285	0.256223582	0.207657502	0.220056634	0.175569439	0.217781383	0.203008428	0.242566874
DCAF8	0.41465107	0.429690927	0.43682026	0.387050023	0.455244263	0.412149561	0.434995049	0.347459672	0.308951491	0.353798672	0.464894094
DCAKD	-0.032307882	-0.041541159	-0.049452284	0.068672896	-0.024232996	-0.048605217	-0.057339275	-0.028077021	0.009382274	-0.027746723	0.054517047
DCBLD2	0.656085186	0.849949002	0.681703393	0.650763985	0.664838444	0.966082953	0.717408188	0.690697618	0.672332872	0.646259632	0.655262697
DCC	-0.17259187	-0.181239349	-0.208002955	-0.136392999	-0.224118348	-0.109648645	-0.239228242	-0.191527485	-0.208971282	-0.21359999	-0.206692142
DCHS1	-0.210728763	-0.108703637	-0.16499872	-0.200374887	-0.188385591	-0.17443785	-0.239407029	-0.188476535	-0.208610611	-0.226675271	-0.165499581
DCHS2	-0.149264046	-0.132985081	-0.133505887	-0.00750411	-0.127007303	-0.099650002	-0.133177334	-0.151371264	-0.122790588	-0.183216933	-0.201016857
DCK	0.130186465	0.105401408	0.04099033	0.023510369	0.089652367	0.04554109	0.042543012	0.081960461	0.154796841	0.000219526	0.091371998
DCLK1	-0.154321316	-0.212602013	-0.172856817	-0.185660841	-0.189374491	-0.198954839	-0.171784497	-0.16948801	-0.222853972	-0.195747454	-0.226373094
DCLRE1A	0.024004335	0.018492183	-0.072110644	-0.037761665	0.021636092	-0.111814688	0.030819558	0.023281891	0.021220818	-0.089685277	-0.013565663
DCLRE1B	0.045022229	-0.011860412	-0.014110509	0.022591637	-0.032256422	0.029478413	0.035926984	0.014337338	-0.0478888	0.034079999	-0.035240388
DCLRE1C	0.643753469	0.672584767	0.718560882	0.657324538	0.746539341	0.647265197	0.581259249	0.686447096	0.58063255	0.562831154	0.739673074
DCN	-0.111924494	-0.001168234	-0.135866553	-0.131391212	-0.163114626	-0.142346208	-0.140397244	-0.128011227	-0.156446848	-0.199495671	-0.172807348
DCP1A	0.564399873	0.636392169	0.575412123	0.526441516	0.637714409	0.55610966	0.552832375	0.501745197	0.446651032	0.369326896	0.495300732
DCP2	0.313945342	0.34482153	0.427720354	0.390525753	0.394015628	0.311415306	0.490831709	0.283743125	0.3345479	0.305316028	0.547847754
DCPS	0.25606535	0.328047441	0.176050219	0.173956031	0.165110744	0.24916592	0.278491519	0.160855511	0.227382808	0.179515028	0.223430432
DCT	-0.187547198	-0.200051923	-0.201486199	-0.238602507	-0.232611521	-0.165303135	-0.189367797	-0.223811742	-0.227039152	-0.289164586	-0.261397289
DCTD	1.034872849	1.045009754	0.8173339	0.957567909	0.95550034	0.987132536	1.051671771	0.994777024	1.113799979	0.882838617	1.029605193
DCTN1	0.642554777	0.580450811	0.578555501	0.611629902	0.706490913	0.445661593	0.603291475	0.46896628	0.460660354	0.497197456	0.596092258
DCTN2	1.775383945	1.808270055	1.780076683	1.760131646	1.727333877	1.770039125	1.790762539	1.813267441	1.829994511	1.843425627	1.8015054
DCTN3	1.305539563	1.175260998	1.254423998	1.146928459	1.043346502	1.092471819	1.249948993	1.305516258	1.144001484	1.047314942	1.075877905
DCTN4	0.570267199	0.537938783	0.559499303	0.544912808	0.46596358	0.503834385	0.484642381	0.533302956	0.546648449	0.522463299	0.487517971
DCTN5	0.373889987	0.351191683	0.364329951	0.318716757	0.405384064	0.365047408	0.346182683	0.443309736	0.406545032	0.27237864	0.389221789
DCTN6	0.797477635	0.79515633	0.852538821	0.877615016	0.800457422	0.871212693	0.819034092	0.874326406	0.856515339	0.948078867	0.89062256
DCTPP1	0.663470453	0.725751336	0.548082295	0.603293694	0.659897707	0.676495248	0.571987279	0.700679616	0.60422033	0.635042101	0.618768722
DCUN1D2	0.298065908	0.335229558	0.390738444	0.280258008	0.357033951	0.211315353	0.263939247	0.297519044	0.254401219	0.259724717	0.400820464
DCUN1D4	0.661636869	0.709006259	0.801317243	0.748948487	0.846607186	0.78621986	0.754257463	0.699290915	0.78477673	0.797236754	0.971674259
DCX	-0.103917897	-0.099250232	-0.167571658	-0.109509989	-0.095440349	-0.102588911	-0.101824059	-0.069839801	-0.093031969	-0.135996621	-0.084950513
DCXR	0.571495882	0.716433467	0.465019611	0.497630574	0.590277871	0.564592451	0.621174507	0.640701671	0.487002514	0.41278993	0.699173708
DDA1	0.663155854	0.662613849	0.272043019	0.481510475	0.509311941	0.509345087	0.30767715	0.569755912	0.429857165	0.37701715	0.524471641
DDAH1	0.112669629	0.131237057	0.076069172	0.195297331	0.056104942	0.075305276	0.146511526	0.048609103	0.057158947	0.143232689	0.160444698
DDAH2	0.300303476	0.318917265	0.234165663	0.310616835	0.265486579	0.246885091	0.25186978	0.296085338	0.34186012	0.205736169	0.22323774
DDB1	1.391750448	1.428521828	1.383902609	1.334244086	1.304295275	1.412547972	1.3479794	1.240352939	1.250671582	1.292266473	1.273352908
DDB2	0.922645455	0.841353134	1.029708074	0.754044187	0.951130234	0.931689513	0.885751353	0.951403219	0.792642511	0.906378624	0.94106184
DDC	-0.221909568	-0.189999509	-0.164722171	-0.240686163	-0.226717808	-0.217230882	-0.178287413	-0.212353226	-0.23549995	-0.208437478	-0.191777048
DDHD2	0.860577813	0.883865539	0.899630073	0.760060653	0.930650857	0.819212438	0.900321175	0.78453712	0.829415242	0.845744093	0.981931531
DDIT3	1.213121292	1.096466575	0.988282706	1.088358329	1.010307815	1.009654535	1.122354391	1.074083236	1.06176829	1.075774193	1.224499542
DDIT4	2.547842423	2.420062688	2.500623352	2.665005512	2.635152976	2.548166911	2.5748675	2.71907862	2.668230812	2.697085182	2.662630836
DDN	-0.082220262	-0.078348361	-0.11647447	-0.022160098	-0.105420917	-0.176991953	-0.069217864	-0.136899656	-0.175983782	-0.237138402	-0.202901425
DDO	-0.184739086	-0.138055381	-0.166362959	-0.20495533	-0.122801248	-0.152407015	-0.126505672	-0.096395108	-0.156487425	-0.217662073	-0.110231996
DDOST	2.656578213	2.530640066	2.587498844	2.812569119	2.649815683	2.832022063	2.826258339	2.679442745	2.885666333	2.773677312	2.797037274
DDR1	2.496198599	2.48055168	2.754146609	2.520744056	2.721024273	2.64418714	2.6544969	2.400703236	2.348316549	2.382984845	2.488682736
DDR2	1.08620962	1.052305862	1.108401549	1.27510268	1.069270247	1.127659276	1.124606035	1.016606176	0.866334076	1.080160099	1.188323942
DDRGK1	1.286257392	1.276927002	1.18597019	1.14161568	1.132576631	1.249613248	1.300847117	1.339095401	1.198591709	1.292266252	1.256560765
DDT	0.504784822	0.764895916	0.402810276	0.379964441	0.680664122	0.38104856	0.658383906	0.633018374	0.657973468	0.73766315	0.941040516
DDX1	1.400645092	1.530880705	1.369373128	1.312996596	1.343735985	1.455854431	1.382606529	1.431946375	1.390034571	1.347826019	1.483673073
DDX10	0.286746903	0.418785088	0.348951699	0.294501349	0.352599962	0.385039029	0.356426667	0.382223262	0.381394684	0.312266164	0.453581186
DDX11	0.471251371	0.526628287	0.624470424	0.635983096	0.788535791	0.566345912	0.580202019	0.584985637	0.503096786	0.502115929	0.654157202
DDX17	1.016778075	1.007240724	1.066868619	1.085101189	1.132218876	1.053872361	1.023797958	0.972729393	0.941126661	1.042690657	1.103108381
DDX18	0.887092871	0.806567757	0.802428823	0.882365391	0.876435297	0.800399844	0.920593073	0.82554991	0.884355949	0.858648048	0.885607768
DDX19A	0.408077062	0.490415181	0.307058157	0.36022159	0.352553704	0.259014484	0.346994359	0.334924588	0.336081763	0.379840866	0.377454101
DDX21	2.088027318	2.016711447	2.028526902	2.171115677	2.269584073	2.065647218	2.135951731	2.167649984	2.264614277	2.360993836	2.325925204
DDX23	0.408162363	0.428299405	0.370965796	0.392160609	0.420273218	0.399535438	0.388843386	0.336035747	0.351567786	0.349734776	0.485024614
DDX24	0.735470304	0.622719827	0.617693967	0.627391523	0.66554712	0.653928053	0.672206142	0.606576881	0.649171346	0.612394726	0.730869146
DDX25	-0.218630994	-0.208993573	-0.279530823	-0.201258697	-0.204396479	-0.177992233	-0.21066444	-0.175210174	-0.294884069	-0.365124489	-0.241305244
DDX27	0.884080955	0.930375728	0.775915031	0.865548765	0.831965496	0.858308344	0.911243026	0.890884852	0.921617557	0.902306049	0.912515392
DDX28	0.060231245	0.05656202	0.053734853	0.068843166	0.064420498	0.084159033	0.030793086	0.035408665	-0.000343657	0.010232732	0.115363116
DDX31	0.421077379	0.394249603	0.467790664	0.445478792	0.538537991	0.441904545	0.359743753	0.354669402	0.327117453	0.376890083	0.574016746
DDX39A	0.855641383	0.990865062	0.987378594	0.907416384	1.06931037	0.912711009	0.877265594	0.77798349	0.89049542	0.944113594	1.018009303
DDX39B	2.922695398	2.984730244	3.050802867	3.10259676	3.126844327	2.771769842	3.046446959	2.978344758	2.75262785	2.877501647	3.073678493
DDX3X	1.103661521	1.207321311	1.072654771	1.076779922	1.075671947	1.182630877	1.021835822	1.13615486	1.249255766	1.315950756	1.263871097
DDX3Y	-0.198739132	-0.210614672	-0.133186787	-0.178847602	-0.146876783	-0.132336163	-0.17812159	-0.166558157	-0.174413396	-0.126246959	-0.174257123
DDX4	-0.161972677	-0.138189761	-0.212336497	-0.228688869	-0.203433204	-0.202884361	-0.218298393	-0.221015017	-0.107697893	-0.188373171	-0.255640929
DDX41	0.797662299	1.036740225	0.870882902	0.76582912	0.824648455	0.739695754	0.7304949	0.806931983	0.721207403	0.670258161	0.818586864
DDX42	1.393056773	1.37653341	1.320122315	1.274762106	1.440544337	1.379751742	1.29062095	1.298885067	1.277848111	1.199621548	1.368699729
DDX43	-0.154699125	-0.107063741	-0.207359076	-0.159467198	-0.141412035	-0.108925998	-0.189936289	-0.214299048	-0.211564783	-0.154472968	-0.21362968
DDX46	0.95375979	1.027625902	1.119917785	0.987091011	1.088889991	1.076465664	1.04247151	1.013101457	1.026588374	1.223798586	1.160710845
DDX47	1.487521566	1.46080634	1.551917292	1.527244941	1.425163649	1.557360821	1.597920224	1.559769377	1.690422736	1.543010428	1.71206101
DDX49	0.410410726	0.472111733	0.378064359	0.362503719	0.326705407	0.357546425	0.382631586	0.420068209	0.425751183	0.429639098	0.437626771
DDX5	2.911937369	2.871364567	3.004015605	2.85625328	3.011174785	2.908318241	2.970715947	2.887743314	3.021701177	2.937516266	3.066734632
DDX50	1.08470583	1.156954765	0.918083131	1.089038968	0.986168861	0.849241674	0.777545989	1.185589314	1.317615271	1.090343714	1.10956943
DDX51	0.03360714	0.116870767	0.009742228	0.003450247	0.208492865	0.185416358	0.02205375	-0.070807102	-0.045848099	0.012485466	0.075236309
DDX52	0.076595838	0.07762698	-0.000238208	0.060146481	-0.04467844	0.067419398	0.115122429	-0.035828211	0.005855057	0.047948362	0.112863135
DDX54	0.116004538	0.1560026	0.095236983	0.123055539	0.08216724	0.144866969	0.108673746	0.050027534	0.03297818	0.106818823	0.118549872
DDX56	0.901586329	0.972597864	0.841585219	0.848476915	0.935890112	0.87403341	0.845861724	1.007705938	0.954138517	0.788392628	0.864009246
DDX58	0.126028341	0.230731861	0.195692381	0.007243774	0.169931154	0.071305835	0.072495791	0.142085824	0.123997059	0.035521819	0.16526592
DDX6	-0.111881445	-0.109481201	-0.080391399	-0.130235771	-0.132551193	-0.131521323	-0.10598433	-0.124685829	-0.159105693	-0.205963966	-0.150888177
DDX60	0.079617647	0.202679224	0.187657223	0.180871413	0.09602362	0.122575969	0.157139728	0.057641724	0.076601318	0.080502412	0.108190739
DEAF1	0.247708007	0.196876832	0.147520406	0.177175333	0.22147589	0.171218097	0.205337542	0.219339789	0.101878931	0.11708598	0.147740201
DEC1	-0.281516852	-0.207653437	-0.198084148	-0.312314504	-0.234330232	-0.192206247	-0.283208042	-0.229277985	-0.171885668	-0.223730982	-0.187572643
DECR1	1.452845179	1.897286965	1.62568097	1.514499555	1.538974735	1.447293099	1.474441489	1.563627889	1.585113731	1.48287516	1.564683874
DECR2	0.358403236	0.406062956	0.423486481	0.29954552	0.470047186	0.432574119	0.28685297	0.363109764	0.326568257	0.228794176	0.489989628
DEDD	0.503212514	0.557010942	0.458878658	0.389544714	0.511295357	0.450803169	0.485167783	0.49566501	0.440503055	0.420229281	0.527987067
DEF6	0.337304985	0.31926584	0.284807541	0.197622214	0.294279241	0.108904144	0.280167094	0.186399012	0.112075469	0.197425165	0.202714297
DEF8	0.483050347	0.339729642	0.266365731	0.288079702	0.452254236	0.32491034	0.316958057	0.504876999	0.437744078	0.249075452	0.486613066
DEFA4	-0.11506537	-0.043384041	-0.146149456	-0.125829274	-0.097372647	-0.078561316	-0.165005155	-0.209319622	-0.253274229	-0.210263502	-0.202425512
DEFA5	-0.182991912	-0.095879465	-0.179279287	-0.209891011	-0.252953528	-0.163761299	-0.161834988	-0.206745832	-0.212264687	-0.149149289	-0.132052678
DEFA6	-0.124016921	-0.141126496	-0.128739748	-0.084895231	-0.081384434	-0.101037554	-0.192082006	-0.201952789	-0.11194572	-0.105967842	-0.107826496
DEFB1	-0.242209454	-0.198773988	-0.149880645	-0.189339714	-0.188761164	-0.238790293	-0.165279627	-0.219740798	-0.272645146	-0.302875184	-0.199153787
DEFB126	-0.267874632	-0.052177039	-0.26849357	-0.290568998	-0.298038484	-0.217792487	-0.21273968	-0.248212831	-0.215495475	-0.251320494	-0.298760851
DEGS1	1.512462894	1.447269787	1.453851224	1.597615156	1.524353044	1.506263031	1.583669272	1.438861305	1.56088146	1.510983	1.60835774
DEK	1.523002685	1.538918616	1.326392151	1.413459821	1.401125869	1.380382819	1.460711724	1.583946463	1.513843892	1.454952891	1.482760156
DEM1	-0.047157187	-0.053106421	-0.007973095	-0.000449383	-0.047602117	-0.030107492	-0.006361791	-0.079659718	-0.183042869	-0.099522404	-0.066190983
DENND1A	0.253129528	0.308747747	0.22506315	0.292990083	0.288946669	0.191704076	0.24012701	0.283051406	0.247712495	0.267203147	0.367741665
DENND1C	-0.120354733	-0.13058246	-0.151763947	-0.151548705	-0.158039732	-0.125736498	-0.193654113	-0.240171567	-0.280503715	-0.236153386	-0.171151929
DENND2A	-0.14261119	-0.136277721	-0.131328245	-0.102498058	-0.104999648	-0.067811892	-0.080247717	-0.134854967	-0.106534681	-0.145651069	-0.129785011
DENND2D	0.057769485	0.068703496	0.060450194	0.015421251	0.040107906	0.070861322	0.067421349	0.02330801	-0.019838295	-0.008101899	0.129593994
DENND3	0.056917824	0.034855022	0.097452715	0.025100358	0.053426681	0.05344004	0.013410326	0.010423916	-0.02749624	-0.04174717	0.049435706
DENND4A	-0.082232939	0.049033341	0.016449008	0.006325537	0.030228159	-0.060905583	-0.008665667	0.052027523	-0.02842934	-0.00847009	0.107481762
DENND4B	0.621953577	0.488197115	0.794773435	0.720144878	0.802270623	0.63202597	0.679524321	0.549079045	0.457742903	0.655189655	0.774286663
DENND4C	0.523389325	0.455791124	0.517952378	0.540700642	0.548500008	0.451264399	0.504252089	0.422215298	0.436921575	0.461444237	0.529876447
DENND5A	0.856368285	0.93363516	0.834024898	1.054788192	1.045638869	0.80570035	0.962692228	0.886962392	0.851514962	0.87333934	1.029280156
DENND5B	0.033704073	-0.0248016	-0.084400695	-0.046558943	-0.045278657	-0.088474773	-0.091947284	-0.052110491	-0.128672463	-0.118941735	-0.113837342
DENR	1.15238454	1.191472409	1.153921034	1.097182657	1.205911101	1.090637487	1.029623295	1.2477614	1.215140357	1.397849928	1.415607863
DEPDC5	0.017946443	-0.002719856	-0.015764322	0.057597061	0.083240122	0.014765125	0.160979592	-0.019612668	-0.055336954	-0.062005974	0.023470663
DEPTOR	0.316137384	0.407740699	0.289321345	0.209719378	0.17927513	0.184778101	0.235031139	0.296521738	0.239821786	0.138265169	0.191590852
DERA	1.112994935	1.048820585	1.091927473	1.040498385	1.068332628	1.106999688	1.194817893	1.132037122	1.212567423	0.934251437	1.145635702
DERL1	1.192526085	1.188497754	1.224850517	1.261922203	1.233990843	1.311762628	1.278396535	1.221188942	1.22711274	1.390412945	1.316503586
DERL2	1.350548502	1.396011843	1.298881633	1.508177466	1.385316451	1.377486004	1.459811985	1.494166222	1.415310568	1.560963558	1.516182548
DES	-0.080191872	-0.062439892	-0.09367991	-0.095093292	-0.086614973	-0.09457081	-0.083827805	-0.107143045	-0.089518844	-0.058475481	-0.112085958
DET1	0.185737642	0.198710535	0.071842754	0.177815784	0.115713537	0.211620318	0.151194771	0.155352239	0.185109937	0.11350173	0.187426219
DEXI	0.574074191	0.666074216	0.493389936	0.551086244	0.589361708	0.504236737	0.485566585	0.499908751	0.49179818	0.470074189	0.473899266
DFFA	0.998854242	0.992334425	0.877855215	0.984109711	1.036175043	0.867155258	0.877742045	0.96596276	0.90612106	0.766701203	0.863575563
DFFB	-0.132443098	-0.112871849	-0.146203387	-0.086730395	-0.102924085	-0.107418927	-0.122116254	-0.162530033	-0.200796153	-0.195054157	-0.088591358
DFNA5	1.443957461	1.435528007	1.446855545	1.353806059	1.471792248	1.375062095	1.479435775	1.392202894	1.402996096	1.415814757	1.604157362
DFNB31	0.08594222	0.054817388	0.10687075	0.113197602	0.074044343	0.02035751	0.059359385	0.006770599	0.029812638	0.055975639	0.067551681
DGAT1	0.252055168	0.310955419	0.337689323	0.305955989	0.362430746	0.263169467	0.351230388	0.190231297	0.220729402	0.122560433	0.317059846
DGCR11	0.296261981	0.18378011	0.14667007	0.352319851	0.229896222	0.130884064	0.24975888	0.247859471	0.135497283	0.183301171	0.204171313
DGCR14	0.133641793	0.140169733	0.129370114	0.129718423	0.124974085	0.133930402	0.142330301	0.146057508	0.143650101	0.124352702	0.152725456
DGCR2	0.581611203	0.562391471	0.616478628	0.69654068	0.636143713	0.62711376	0.624551316	0.43786535	0.531608081	0.502947081	0.537991501
DGCR8	0.07662325	0.062884023	0.124877547	0.089059628	0.152517743	0.094971869	0.054411128	0.062619723	0.056844047	-0.009768351	0.177075725
DGCR9	-0.152401649	-0.205944785	-0.106038827	-0.191474224	-0.228406207	-0.182825676	-0.178607739	-0.127774913	-0.136251339	-0.156687094	-0.18681858
