	PI3K1	PI3K2	PI3K3	PI3K4	PI3K5	PI3K6	PI3K7	PI3K8
BRIP1	0.055734562	0.031041015	-0.095302308	-0.034197063	0.017418287	-0.013245501	-0.035926861	0.00734097
BRIX1	0.849645672	0.914658037	0.797971283	0.825765708	0.801160254	0.869132573	0.71627274	0.867474488
BRMS1	0.847468816	0.888039321	0.699414473	0.867435433	0.74878766	0.860594366	0.685691487	0.863621369
BRP44	1.116796054	1.291214451	1.138840158	1.159071297	1.16068501	1.292468965	1.092735991	1.146574154
BRP44L	0.776975685	1.093730476	0.916503545	1.105649503	1.093530539	1.001852276	0.933829643	1.051362231
BRPF1	0.447486492	0.530069641	0.448739446	0.42255663	0.498026503	0.509615534	0.339736553	0.402136661
BRSK2	-0.166967521	-0.134368575	-0.129965424	-0.08339896	-0.137961559	-0.162907845	-0.095528731	-0.095098887
BRWD1	0.119978164	0.103679574	0.095476837	0.042368001	0.114853736	0.158803946	0.132237945	0.105183412
BSCL2	1.113140166	1.056923272	0.974613228	0.987746398	0.911457609	1.225287432	1.134437651	1.130042007
BSDC1	0.605889619	0.624373408	0.554511644	0.627721283	0.540441895	0.619036238	0.557025403	0.506922479
BSG	2.856164707	2.686539728	2.680874629	2.676163998	2.612538173	2.878464189	2.970127636	2.875540012
BSN	-0.103754981	-0.070641671	-0.126643014	-0.088624638	-0.038464947	-0.099334281	-0.055288191	-0.128758675
BSPRY	0.206718453	0.307978551	0.328086084	0.296474756	0.327522928	0.289429413	0.264463107	0.240340294
BST1	-0.110254871	-0.120841193	-0.158117361	-0.071364258	-0.103499958	-0.033311412	-0.156312712	-0.156047582
BST2	-0.074649372	-0.110412387	-0.113216928	-0.077783817	-0.140844737	-0.098023212	-0.167833824	-0.097829274
BTAF1	1.395800657	1.245150069	1.203849054	0.966949973	1.080155278	1.319559461	1.271668103	1.209036854
BTBD1	1.259055727	1.420169453	1.310300158	1.39651723	1.290131327	1.412199729	1.25825222	1.234245605
BTBD2	0.176478859	0.164887071	0.117704557	0.286445648	0.230796672	0.221147914	0.11375757	0.102089858
BTBD3	0.475383664	0.476520889	0.355784436	0.400952944	0.402174391	0.42566183	0.455210229	0.400609477
BTBD7	-0.124651076	-0.059674964	-0.142493912	-0.061901063	-0.028158601	-0.074803881	-0.087711814	-0.177296133
BTC	-0.133310367	-0.103276962	-0.111337382	-0.048696247	-0.140174483	-0.067857241	-0.146971954	-0.177399041
BTD	0.386989945	0.33579326	0.301008857	0.310148764	0.275468478	0.474622389	0.443789248	0.425931082
BTF3	1.819344892	1.695031164	1.681801587	1.83575811	1.80642935	1.641873273	1.71933061	1.732418463
BTF3P11	-0.102576347	-0.039826242	-0.023563388	-0.123603825	-0.054505959	-0.080035067	-0.1293282	-0.104400355
BTG1	2.52809079	2.548529357	2.418685228	2.550148807	2.510466889	2.398413651	2.451774679	2.448285237
BTG2	0.72755173	0.726452665	0.67631655	0.725817286	0.642753256	0.794983656	0.763041824	0.731585201
BTG3	1.94214331	2.076602515	2.05866293	2.082379923	2.030946367	2.020956474	2.030695596	2.004044238
BTG4	-0.152580586	-0.237405841	-0.226188357	-0.252427966	-0.214533691	-0.182406496	-0.214311601	-0.232996956
BTK	0.050995612	0.073795871	0.069918786	0.054647546	0.047550182	0.057031819	0.068688552	0.047086003
BTN1A1	-0.222330134	-0.182628852	-0.245802084	-0.226054473	-0.258584196	-0.169725279	-0.229952525	-0.23638547
BTN2A1	0.878411977	1.024241585	0.897889275	0.948127733	0.905131224	1.070483733	1.074560727	0.989515695
BTN2A2	0.473029481	0.392288051	0.345910704	0.360060902	0.388751923	0.499179041	0.444822662	0.494390403
BTN3A1	0.193371932	0.292745507	0.187138776	0.181080563	0.17749642	0.282187616	0.233343779	0.272791269
BTN3A2	0.278367675	0.276756589	0.173608201	0.238628382	0.264863363	0.285160917	0.335087857	0.292074172
BTN3A3	0.243757322	0.168400135	0.121912406	0.114172091	0.07999484	0.184343719	0.203320238	0.198245298
BTNL2	-0.155048815	-0.155937762	-0.146839684	-0.146525809	-0.11120167	-0.156827807	-0.198046903	-0.126278081
BTNL3	-0.017286689	-0.122118624	-0.101812316	-0.088673374	-0.133117683	-0.079489815	-0.111106297	-0.08734053
BTNL8	-0.169193528	-0.154965601	-0.108179651	-0.139505722	-0.180042142	-0.210993605	-0.168004912	-0.159985631
BTRC	-0.026652125	0.043576168	-0.024403213	0.001420368	-0.018589046	0.037402603	-0.011315552	-0.041640643
BUB1	0.192252035	0.107261581	0.141708517	0.162191636	0.166028415	0.193184931	0.256992792	0.171105676
BUB1B	0.414079217	0.444518868	0.382883266	0.337786517	0.469362236	0.489411376	0.537468296	0.441684512
BUB3	1.345472207	1.41575638	1.301613997	1.390963089	1.238100899	1.425490728	1.358684226	1.240926059
BUD31	1.516214046	1.713902441	1.616242184	1.708295849	1.390840481	1.525516954	1.398529152	1.495916936
BYSL	1.094543539	1.115448663	1.009288854	1.186683589	1.148194984	1.210429042	0.972485638	1.052615396
BZRAP1	-0.038661434	-0.031696376	-0.089272712	-0.075706697	-0.057280869	-0.022197316	-0.106071409	-0.068788712
BZW2	1.908016973	2.052785277	2.10140974	2.105874883	2.065565116	1.94599653	1.832706875	1.831044674
C10orf10	0.763805201	0.738012777	0.648623935	0.642322861	0.731115756	0.703358584	0.773561362	0.70134166
C10orf116	1.696331591	1.56141656	1.542113125	1.634384321	1.74714299	1.45398434	1.455888165	1.638266315
C10orf118	0.135662609	0.121729501	-0.045195601	0.105471586	0.036100974	0.156993112	0.089293446	0.080955489
C10orf12	-0.069422762	-0.085116536	-0.034956679	-0.017663659	-0.057301529	-0.022070446	-0.008592038	-0.059177404
C10orf137	0.525381323	0.519013844	0.381404853	0.497588595	0.444243375	0.582725948	0.504132396	0.490675726
C10orf18	0.884795725	0.983021607	0.923729069	0.969991008	0.886771209	1.054273711	1.00355857	0.914197193
C10orf2	0.66088635	0.674190441	0.555231512	0.667780508	0.618752205	0.797564861	0.551788562	0.601019955
C10orf26	0.675074717	0.759537919	0.69269161	0.660509952	0.660444106	0.878902038	0.800921113	0.711887276
C10orf28	0.24422175	0.325632456	0.228736556	0.261603288	0.183545441	0.327533219	0.265660402	0.299341699
C10orf57	0.466648595	0.432161167	0.507713902	0.401937374	0.491163361	0.447680909	0.437082234	0.535229138
C10orf68	-0.119534369	-0.124886207	-0.153360187	-0.160374007	-0.220885579	-0.139385181	-0.107126715	-0.101922025
C10orf72	-0.15487228	-0.170097115	-0.144869231	-0.160797429	-0.199892265	-0.09088602	-0.14052875	-0.150644825
C10orf76	0.262238605	0.304530876	0.207754901	0.281225138	0.184305424	0.27707295	0.287843819	0.234662992
C10orf88	0.332142199	0.447941492	0.343817752	0.343919353	0.237724291	0.420550475	0.296593679	0.298801805
C10orf92	-0.226599021	-0.191289468	-0.279903969	-0.208459082	-0.216466578	-0.18717132	-0.243401144	-0.224642034
C10orf95	-0.097497027	-0.059692407	-0.051953167	-0.042534656	-0.102934108	-0.120653117	0.018005154	-0.072020056
C11orf10	2.250148641	2.427774138	2.438875768	2.442130817	2.356655876	2.434521145	2.393406325	2.390131461
C11orf16	0.020320344	-0.004902069	-0.006388483	-0.065702119	-0.00086365	-0.01141305	0.104144887	-0.007676667
C11orf2	0.946349654	1.08904065	1.053034862	1.102751003	1.097768764	1.090247565	1.032143152	0.991375168
C11orf20	-0.023652634	0.041714083	0.059603981	0.031636343	0.024840174	0.027682304	0.09359069	0.075715608
C11orf24	0.74304554	0.688804346	0.716518653	0.663701405	0.611171289	0.757191279	0.720879055	0.711671353
C11orf30	0.212001859	0.104990463	0.155025497	0.197745034	0.226053264	0.222421847	0.034000571	0.190068989
C11orf41	-0.122941295	-0.047434464	-0.102375604	-0.135365519	0.004447986	-0.052989121	-0.095793808	-0.116782027
C11orf48	0.74161242	0.832253415	0.818388747	0.81414911	0.641531721	0.709818397	0.668275788	0.705889853
C11orf49	0.903212004	1.011421823	0.964585503	0.849682672	0.884545882	0.833523942	0.912044362	0.781678359
C11orf51	0.543229694	0.596761951	0.561630253	0.623303062	0.472114818	0.510104075	0.510183723	0.490976226
C11orf57	0.315016629	0.387943795	0.353149701	0.344913585	0.324745294	0.410200653	0.304745696	0.277798442
C11orf58	1.330550432	1.515977859	1.329397082	1.485927761	1.282084465	1.447519183	1.30739525	1.451626778
C11orf61	0.129623731	0.087190202	0.099321185	-0.000811139	0.03832107	0.176165999	0.18037006	0.093148797
C11orf63	0.317517769	0.446523994	0.28332938	0.341548239	0.361988035	0.363827439	0.283724724	0.322711715
C11orf67	0.227811201	0.202264524	0.232011345	0.230733541	0.220230929	0.189223715	0.168278626	0.279563078
C11orf68	0.548416797	0.560869468	0.55063829	0.553387782	0.486694283	0.554204443	0.580947164	0.429359033
C11orf73	0.152044713	0.187141329	0.111692019	0.329566985	0.100452676	0.146038488	0.09784352	0.189934641
C11orf75	0.17470491	0.215928268	0.141552895	0.20041781	0.157385317	0.235636183	0.104235698	0.127326044
C11orf80	0.517255554	0.454976564	0.345438844	0.462489948	0.488428559	0.541555871	0.48661425	0.539608443
C11orf9	-0.183628664	-0.125685854	-0.140380466	-0.156487435	-0.114766729	-0.152379056	-0.188665756	-0.173200043
C11orf95	0.225353033	0.302194622	0.219876126	0.181706747	0.216515902	0.300198208	0.342004094	0.269479129
C12orf10	0.765356214	0.836204263	0.627965083	0.786532364	0.72343128	0.779798243	0.666221744	0.712108129
C12orf11	0.889453252	1.104132493	0.935339537	0.984404637	0.829146842	0.960654342	0.927345703	0.827684126
C12orf24	0.36635793	0.50332008	0.377565701	0.425520666	0.432763821	0.50374576	0.409324917	0.33706141
C12orf29	0.541032405	0.544566407	0.560603754	0.422832023	0.475360229	0.597772559	0.43477727	0.474249394
C12orf35	0.5082034	0.51679822	0.535205646	0.473633679	0.553737598	0.65705572	0.688670782	0.508905703
C12orf39	-0.178414132	-0.182868454	-0.108887428	-0.181978595	-0.189291212	-0.162373243	-0.146621313	-0.152249317
C12orf4	0.393318094	0.389181746	0.371841961	0.347955465	0.269998423	0.351404793	0.312293107	0.381610115
C12orf41	1.08687026	1.130769922	0.884888039	1.072485123	0.927796566	1.086331407	0.953069667	0.942006919
C12orf43	0.357738923	0.398024041	0.29840459	0.329631383	0.32981759	0.450611485	0.340711744	0.372066039
C12orf44	1.096439395	1.186728587	1.060512152	1.160100702	1.095727537	1.167335848	0.995742871	0.998303864
C12orf47	0.290269746	0.36933123	0.326994826	0.336164433	0.222676377	0.328642274	0.283023272	0.366145184
C12orf48	0.093667623	0.050767461	0.077715868	0.05131394	0.052529623	0.07921334	0.06821686	0.088312667
C12orf49	0.284480241	0.214911599	0.164358273	0.21460435	0.138282137	0.162357792	0.167693644	0.170265285
C12orf5	1.237091623	1.327939115	1.255800709	1.265178442	1.057039067	1.308654547	1.192709111	1.276405431
C12orf51	0.683988125	0.5903721	0.617277515	0.4792426	0.621352428	0.688683972	0.766815037	0.692228775
C12orf52	0.12389353	0.196162214	0.139732763	0.153864591	0.106835583	0.164845976	0.133752911	0.12976926
C13orf15	0.04108957	0.128587372	0.006897942	0.024413348	0.094387895	0.079442911	-0.051593889	0.092023406
C13orf18	0.303310622	0.355882645	0.260863989	0.322812254	0.266509197	0.367877155	0.321849606	0.311194324
C13orf23	0.536892712	0.601265641	0.515787086	0.509525627	0.502228635	0.570716608	0.481485209	0.484383971
C13orf27	0.395266687	0.560108844	0.34815325	0.53646286	0.426356976	0.498418657	0.330551322	0.371033479
C13orf34	0.216388349	0.320152851	0.218584104	0.282762758	0.205188729	0.268735406	0.332511311	0.174676378
C14orf1	1.008241523	1.030009331	0.922063131	0.993497603	1.025372976	1.151299372	1.055558924	0.998390453
C14orf101	0.697646429	0.680950262	0.617314447	0.613340823	0.653180576	0.851098042	0.769455038	0.725439018
C14orf104	0.382754035	0.484097052	0.347887324	0.426507324	0.306088768	0.46286929	0.342597162	0.36917477
C14orf105	-0.1611604	-0.111235972	-0.11383509	-0.124927324	-0.128873601	-0.08265173	-0.161117676	-0.100973549
C14orf109	0.595787742	0.66297134	0.427993178	0.500599826	0.422137118	0.725153789	0.586559014	0.602695919
C14orf118	0.096912099	0.146900457	0.092359067	0.049178295	0.04749513	0.191119888	0.149411176	0.128654416
C14orf132	0.012269653	0.007366252	-0.015452751	-0.017397543	-0.028139439	0.028115412	-0.019800906	0.016845249
C14orf135	0.586419412	0.50777545	0.523110737	0.459394853	0.479650373	0.675549973	0.676351788	0.684457785
C14orf139	0.165157188	0.195455362	0.149663869	0.190714701	0.101070724	0.246977439	0.29654685	0.203987561
C14orf147	0.649543525	0.682200144	0.606292996	0.663833618	0.573516365	0.67240613	0.602030356	0.606809767
C14orf156	1.715900384	1.899015285	1.761869248	1.89459696	1.752591647	1.755063076	1.622735804	1.694336794
C14orf159	0.322460541	0.281160273	0.216486364	0.235948531	0.368463066	0.260548828	0.371919722	0.260022779
C14orf162	-0.279849482	-0.266072888	-0.262587833	-0.280390574	-0.194326521	-0.206564199	-0.252969757	-0.291570864
C14orf166	2.331322491	2.388679147	2.363232613	2.555092394	2.50443162	2.345771447	2.207816675	2.347673997
C14orf169	0.527039907	0.533973012	0.472345925	0.433600381	0.388708567	0.539524098	0.554717253	0.496872667
C14orf2	1.291912103	1.489543284	1.34532641	1.483341371	1.329994333	1.332989843	1.260867389	1.332131161
C14orf45	0.188882278	0.118306992	0.122752392	0.126514363	0.164223318	0.11096112	0.176823671	0.133012882
C14orf79	0.13885017	0.134306913	0.07120593	0.127629882	0.071129109	0.136630102	0.103956227	0.107229807
C14orf93	0.018744205	0.011428492	-0.035760688	-0.003176901	-0.054301567	-0.076261393	-0.03027056	-0.018878005
C15orf2	-0.155659504	-0.151231714	-0.151724448	-0.213430295	-0.152253462	-0.141224232	-0.125159299	-0.200895678
C15orf24	2.265839404	2.301424516	2.266686665	2.247418589	2.073330495	2.444572859	2.460998893	2.382352988
C15orf29	0.223991512	0.259633795	0.22123954	0.171967299	0.248565757	0.233384815	0.274495262	0.169952062
C15orf34	-0.196160547	-0.18269914	-0.18030655	-0.11617117	-0.222417112	-0.186527672	-0.129480819	-0.237509726
C15orf39	-0.047528679	-0.03073656	-0.03470118	-0.073389117	-0.00652878	-0.02772169	-0.070217633	-0.020111296
C15orf44	0.901187506	0.871337028	0.875662608	0.8346604	0.789627255	0.906103879	0.752243368	0.798714429
C15orf5	-0.168000228	-0.193030234	-0.239634938	-0.169721912	-0.163276345	-0.215623047	-0.20345434	-0.142094486
C15orf63	1.235859618	1.31228017	1.265244365	1.298150541	1.205413102	1.248551748	1.13647601	1.159025539
C16orf3	-0.203327477	-0.163437559	-0.172078388	-0.150841571	-0.095368135	-0.102543481	-0.190408275	-0.132546958
C16orf42	0.300228392	0.341664059	0.253221036	0.312957059	0.313227534	0.371095854	0.307503899	0.346032987
C16orf45	0.018214119	0.11289776	0.026800068	0.085548622	0.023467977	0.01556324	0.008794891	-0.022183242
C16orf5	0.206775961	0.120256351	0.070629318	0.268257538	0.213848403	0.183823629	0.1102228	0.131806428
C16orf53	0.342543001	0.478623082	0.372177961	0.431590987	0.30734082	0.449742251	0.341171347	0.359524226
C16orf57	0.160685724	0.156097576	0.169397774	0.187636559	0.199913107	0.164942605	0.161567231	0.104822719
C16orf58	0.762701378	0.825120346	0.77145131	0.823707349	0.736145171	0.948004436	0.88416931	0.809907914
C16orf59	-0.125020347	-0.092012772	-0.076945681	-0.083672789	-0.081675993	-0.064195224	-0.104620105	-0.075277028
C16orf61	1.278234417	1.500699122	1.38232058	1.440730917	1.300269474	1.416217823	1.225234182	1.289672602
C16orf62	0.766781843	0.767289241	0.718529238	0.809660719	0.785266164	0.698607187	0.703263463	0.719152088
C16orf7	-0.081998479	-0.067264705	-0.09267847	-0.050644242	-0.050774255	-0.053022268	-0.057480197	-0.03033958
C16orf71	-0.14301081	-0.174616039	-0.198219817	-0.111136536	-0.166491061	-0.10670717	-0.128299541	-0.146156258
C16orf80	1.24525092	1.366066019	1.225118445	1.327165544	1.208614714	1.315389117	1.262230999	1.180685984
C16orf88	0.539132376	0.500501846	0.445575455	0.4406823	0.436969115	0.453543672	0.449716338	0.421891974
C16orf95	0.020582669	0.056764735	-0.040413731	0.043077676	-0.004816386	0.05717814	0.033255948	-0.013759378
C17orf101	0.349766669	0.342347128	0.278659304	0.331467039	0.245528089	0.45530577	0.409098124	0.359116155
C17orf108	0.135353487	0.13105275	0.104121333	0.125863551	0.212657859	0.199674448	0.169577395	0.187923126
C17orf39	0.147530509	0.205236045	0.130600554	0.198572656	0.10473173	0.133635963	0.134842988	0.114252829
C17orf42	0.397158315	0.44826622	0.290928527	0.368129194	0.353893053	0.470977861	0.461902077	0.357287043
C17orf48	0.404481098	0.56396649	0.462284082	0.482021067	0.32711426	0.516490821	0.391486131	0.454053137
C17orf53	0.050561593	-0.008307509	0.067740803	0.03888324	0.01055467	0.001418418	0.110111509	0.014390513
C17orf59	0.135624495	0.14017048	0.09846673	0.149889774	0.125687114	0.1274112	0.178706999	0.123646868
C17orf60	-0.185928047	-0.171304601	-0.178124433	-0.113304387	-0.152026557	-0.169391458	-0.127443005	-0.220402012
C17orf62	0.835336584	0.7866688	0.669611791	0.643983327	0.662642322	0.778040376	0.80948621	0.814989958
C17orf63	0.770646062	0.719873566	0.758942606	0.688509295	0.787847671	0.734164157	0.713302163	0.740946481
C17orf70	0.259023126	0.25311788	0.264780353	0.265476865	0.316540309	0.290933236	0.344826627	0.227627534
C17orf71	0.858535562	0.983234867	0.886183415	0.877681661	0.896443941	1.070201636	1.059259184	0.984290033
C17orf73	-0.174327578	-0.223703307	-0.139101236	-0.192282258	-0.156141684	-0.150513817	-0.14235155	-0.18540021
C17orf75	0.298756429	0.362346532	0.308301652	0.308275142	0.155604808	0.324331824	0.250085393	0.252174845
C17orf80	0.00295591	0.017334529	-0.078099219	0.108243104	-0.010721156	0.032084446	0.01965057	-0.008720164
C17orf81	0.481278306	0.537241492	0.468896035	0.596110158	0.443463002	0.606073532	0.496157143	0.502193425
C17orf85	0.089752759	0.158321836	0.053544261	0.0823228	0.156725701	0.231414061	0.139588816	0.013153364
C17orf86	-0.041214108	-0.104538325	-0.150982959	-0.1449883	-0.075400886	-0.044162907	-0.09958746	-0.08546019
C17orf88	-0.29818137	-0.192280874	-0.2369087	-0.278334956	-0.3058126	-0.2430159	-0.245976921	-0.205236887
C17orf90	0.644190642	0.666031874	0.618356259	0.604965294	0.597556505	0.729308307	0.605086003	0.616580362
C17orf91	1.192395588	1.165109581	1.0215263	1.163656553	1.047777252	1.140268716	1.160252611	1.08816276
C18orf1	-0.092463765	-0.136675	-0.125301474	-0.097751984	-0.068151749	-0.107300636	-0.124182155	-0.114707742
C18orf10	1.443433778	1.528558095	1.436467051	1.613487022	1.415851765	1.362419291	1.355337749	1.375911617
C18orf25	0.375902532	0.475000068	0.335383347	0.359166127	0.217258004	0.515033367	0.3525958	0.333815633
C18orf8	0.703757648	0.703479195	0.629339373	0.657203461	0.588172268	0.717406605	0.741526486	0.625550015
C19orf10	1.912540758	1.871982825	1.781095694	1.773693521	1.76135905	1.952651019	1.935389578	1.955691667
C19orf2	1.194466037	1.311750457	1.17068562	1.23319969	1.17421732	1.198164486	1.135065072	1.146236203
C19orf21	0.511739602	0.545518635	0.571536107	0.492944303	0.417268065	0.515265824	0.543815755	0.409667727
C19orf22	0.951366988	0.992780753	0.919650345	0.924622317	0.932176281	0.948255385	1.016123195	0.809142184
C19orf24	0.519760018	0.475989309	0.351273893	0.480598888	0.417952157	0.536082882	0.418640255	0.480663357
C19orf28	1.360405865	1.317741916	1.373841906	1.239660677	1.224794091	1.493473267	1.422974993	1.457838396
C19orf29	0.218598356	0.256479277	0.160759442	0.251101522	0.231368458	0.249617336	0.218631519	0.238817881
C19orf40	-0.007517301	-0.045200213	-0.005281852	0.00972378	-0.059367102	-0.026236515	0.031038684	0.018928194
C19orf42	0.894361205	0.966888309	0.828022871	0.903872235	0.832107155	0.972611447	0.900450717	0.90573764
C19orf50	0.977263196	1.034404877	0.945077333	1.02921443	1.046300915	1.0140066	0.851643412	0.940789448
C19orf53	1.583275437	1.709472999	1.66944465	1.792542443	1.606515825	1.511991866	1.480865545	1.597499937
C19orf54	0.488149745	0.593572998	0.502491542	0.46975894	0.521010911	0.538630113	0.559567367	0.498767923
C19orf56	1.448383437	1.564127783	1.5637518	1.571855419	1.525597271	1.493953983	1.566288508	1.556774603
